train_loss,out_0,out_1,epoch,step
1.641201376914978,-0.281665563583374,-0.2810938060283661,24,49
1.5687307119369507,-0.2530021071434021,-0.25248983502388,49,99
1.503760814666748,-0.22674579918384552,-0.22627927362918854,74,149
1.44512939453125,-0.20256616175174713,-0.2021353542804718,99,199
1.3919475078582764,-0.1802085041999817,-0.17980828881263733,124,249
1.343482494354248,-0.1594584733247757,-0.1590868979692459,149,299
1.2991020679473877,-0.14012488722801208,-0.13978154957294464,174,349
1.2582465410232544,-0.12203067541122437,-0.1217159554362297,199,399
1.2204110622406006,-0.10500641167163849,-0.10472215712070465,224,449
1.18512761592865,-0.08888489007949829,-0.08863568305969238,249,499
1.1519536972045898,-0.07349560409784317,-0.07329102605581284,274,549
1.1204551458358765,-0.05865791440010071,-0.05851553753018379,299,599
1.090192198753357,-0.04417356476187706,-0.04412275552749634,324,649
1.0607028007507324,-0.029817700386047363,-0.029904279857873917,349,699
1.0314854383468628,-0.015329149551689625,-0.015620720572769642,374,749
1.001983880996704,-0.0003999367181677371,-0.0009914195397868752,399,799
0.9715734720230103,0.015334161929786205,0.014315731823444366,424,849
0.9395546913146973,0.03230071812868118,0.03069373592734337,449,899
0.9051570296287537,0.05099260061979294,0.04860258847475052,474,949
0.8675644993782043,0.07196137309074402,0.06856855750083923,499,999
0.8259857296943665,0.09578914940357208,0.09116246551275253,524,1049
0.7798225283622742,0.1230025514960289,0.11692438274621964,549,1099
0.7289894223213196,0.15388309955596924,0.14619123935699463,574,1149
0.6743093729019165,0.18818794190883636,0.17883655428886414,599,1199
0.6177268624305725,0.22492770850658417,0.2140440046787262,624,1249
0.5620279312133789,0.2624198794364929,0.25031477212905884,649,1299
0.5100677013397217,0.29869958758354187,0.285809725522995,674,1349
0.46393734216690063,0.33208295702934265,0.31887054443359375,699,1399
0.4245692789554596,0.3615453541278839,0.3484101891517639,724,1449
0.39187905192375183,0.38676097989082336,0.3739975392818451,749,1499
0.36516815423965454,0.40791165828704834,0.39570853114128113,774,1549
0.34350326657295227,0.4254470467567444,0.4139084815979004,799,1599
0.3259546756744385,0.43990421295166016,0.4290756285190582,824,1649
0.3117049038410187,0.45180490612983704,0.44169461727142334,849,1699
0.3000800907611847,0.46160969138145447,0.45220431685447693,874,1749
0.29054147005081177,0.469706267118454,0.46098098158836365,899,1799
0.2826656699180603,0.4764120280742645,0.46833688020706177,924,1849
0.27612173557281494,0.48198381066322327,0.47452715039253235,949,1899
0.27065035700798035,0.48662835359573364,0.4797593653202057,974,1949
0.2660486698150635,0.4905116856098175,0.48420092463493347,999,1999
0.2621563673019409,0.4937676191329956,0.4879879355430603,1024,2049
0.2588460445404053,0.49650439620018005,0.491230845451355,1049,2099
0.25601643323898315,0.49880924820899963,0.4940193295478821,1074,2149
0.2535855770111084,0.5007541179656982,0.49642714858055115,1099,2199
0.25148749351501465,0.5023970603942871,0.49851471185684204,1124,2249
0.24966828525066376,0.503786563873291,0.5003318190574646,1149,2299
0.2480839341878891,0.5049619674682617,0.5019197463989258,1174,2349
0.24669809639453888,0.5059563517570496,0.503312885761261,1199,2399
0.24548034369945526,0.5067973732948303,0.5045402646064758,1224,2449
0.24440616369247437,0.5075078010559082,0.5056254863739014,1249,2499
0.2434544712305069,0.5081068277359009,0.5065889358520508,1274,2549
0.24260768294334412,0.5086107850074768,0.5074477791786194,1299,2599
0.24185118079185486,0.5090333223342896,0.5082163214683533,1324,2649
0.24117249250411987,0.5093858242034912,0.5089068412780762,1349,2699
0.24056093394756317,0.5096784234046936,0.5095298886299133,1374,2749
0.24000754952430725,0.5099191665649414,0.5100943446159363,1399,2799
0.23950497806072235,0.510115385055542,0.5106075406074524,1424,2849
0.23904623091220856,0.5102732181549072,0.5110764503479004,1449,2899
0.23862572014331818,0.5103979706764221,0.5115066766738892,1474,2949
0.23823899030685425,0.5104938745498657,0.5119026899337769,1499,2999
0.23788173496723175,0.510564923286438,0.5122687816619873,1524,3049
0.23755021393299103,0.5106143355369568,0.5126087665557861,1549,3099
0.23724150657653809,0.5106452107429504,0.5129255652427673,1574,3149
0.23695284128189087,0.5106598138809204,0.5132219791412354,1599,3199
0.2366817593574524,0.5106603503227234,0.5135005116462708,1624,3249
0.23642653226852417,0.5106486082077026,0.513762891292572,1649,3299
0.23618488013744354,0.5106265544891357,0.5140114426612854,1674,3349
0.2359558641910553,0.5105949640274048,0.5142471194267273,1699,3399
0.23573778569698334,0.5105555057525635,0.5144716501235962,1724,3449
0.23552963137626648,0.5105089545249939,0.5146860480308533,1749,3499
0.23533007502555847,0.5104566216468811,0.5148916840553284,1774,3549
0.23513835668563843,0.5103990435600281,0.5150893330574036,1799,3599
0.2349538803100586,0.5103368759155273,0.5152795910835266,1824,3649
0.23477552831172943,0.5102707743644714,0.5154635906219482,1849,3699
0.23460297286510468,0.5102014541625977,0.5156416893005371,1874,3749
0.2344355583190918,0.5101290345191956,0.5158145427703857,1899,3799
0.2342728227376938,0.5100541710853577,0.5159826278686523,1924,3849
0.23411422967910767,0.5099773406982422,0.5161464810371399,1949,3899
0.23395943641662598,0.5098983645439148,0.516306459903717,1974,3949
0.23380815982818604,0.509817898273468,0.5164628624916077,1999,3999
